,id,name,type,link,gene_names,reaction
0,49,path:hsa05134,map,https://www.kegg.jp/dbget-bin/www_bget?hsa05134,TITLE:Legionellosis,
1,59,ko:K02406,ortholog,https://www.kegg.jp/dbget-bin/www_bget?K02406,K02406,
2,60,hsa:58484,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:58484,"NLRC4, AIFEC, CARD12, CLAN, CLAN1, CLANA, CLANB, CLANC, CLAND, CLR2.1, FCAS4, IPAF",
3,61,hsa:29108,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:29108,"PYCARD, ASC, CARD5, TMS, TMS-1, TMS1",
4,62,hsa:834,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:834,"CASP1, ICE, IL1BC, P45",
5,64,hsa:3553,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:3553,"IL1B, IL-1, IL1-BETA, IL1F2, IL1beta",
6,65,hsa:3606,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:3606,"IL18, IGIF, IL-18, IL-1g, IL1F4",
7,66,hsa:4671,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:4671,"NAIP, BIRC1, NLRB1, psiNAIP",
8,67,hsa:840,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:840,"CASP7, CASP-7, CMH-1, ICE-LAP3, LICE2, MCH3",
9,76,hsa:4790 hsa:5970,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:4790+hsa:5970,"NFKB1, CVID12, EBP-1, KBF1, NF-kB, NF-kB1, NF-kappa-B1, NF-kappaB, NF-kappabeta, NFKB-p105, NFKB-p50, NFkappaB...",
10,80,ko:K15486,ortholog,https://www.kegg.jp/dbget-bin/www_bget?K15486,K15486,
11,82,hsa:4792,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:4792,"NFKBIA, EDAID2, IKBA, MAD-3, NFKBI",
12,85,ko:K15487,ortholog,https://www.kegg.jp/dbget-bin/www_bget?K15487,K15487,
13,86,ko:K15488,ortholog,https://www.kegg.jp/dbget-bin/www_bget?K15488,K15488,
14,88,ko:K00239,ortholog,https://www.kegg.jp/dbget-bin/www_bget?K00239,K00239,
15,90,ko:K15484,ortholog,https://www.kegg.jp/dbget-bin/www_bget?K15484,K15484,
16,91,hsa:664,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:664,"BNIP3, HABON, NIP3",
17,92,hsa:23786,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:23786,"BCL2L13, BCL-RAMBO, Bcl2-L-13, MIL1",
18,99,path:hsa04210,map,https://www.kegg.jp/dbget-bin/www_bget?hsa04210,Apoptosis,
19,101,hsa:375,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:375,"ARF1, PVNH8",
