,id,name,type,link,gene_names,reaction
0,40,hsa:10690,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:10690,"FUT9, Fuc-TIX",rn:R06230
1,41,hsa:10690,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:10690,"FUT9, Fuc-TIX",rn:R06224
2,42,hsa:10690,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:10690,"FUT9, Fuc-TIX",rn:R06222
3,43,hsa:10690,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:10690,"FUT9, Fuc-TIX",rn:R06227
4,44,hsa:2526,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:2526,"FUT4, CD15, ELFT, FCT3A, FUC-TIV, FUTIV, LeX, SSEA-1",rn:R06221
5,45,hsa:2525 hsa:2527 hsa:2528,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:2525+hsa:2527+hsa:2528,"FUT3, CD174, FT3B, FucT-III, LE, Les...",rn:R06221
6,46,hsa:2525 hsa:2527 hsa:2528,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:2525+hsa:2527+hsa:2528,"FUT3, CD174, FT3B, FucT-III, LE, Les...",rn:R06222
7,47,hsa:2525 hsa:2527 hsa:2528,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:2525+hsa:2527+hsa:2528,"FUT3, CD174, FT3B, FucT-III, LE, Les...",rn:R06224
8,48,hsa:2525 hsa:2527 hsa:2528,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:2525+hsa:2527+hsa:2528,"FUT3, CD174, FT3B, FucT-III, LE, Les...",rn:R06230
9,49,hsa:2525 hsa:2527 hsa:2528,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:2525+hsa:2527+hsa:2528,"FUT3, CD174, FT3B, FucT-III, LE, Les...",rn:R06227
10,50,hsa:8702,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:8702,"B4GALT4, B4Gal-T4, beta4Gal-T4",rn:R06033
11,51,hsa:8703,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:8703,"B4GALT3, beta4Gal-T3",rn:R06033
12,52,hsa:8702,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:8702,"B4GALT4, B4Gal-T4, beta4Gal-T4",rn:R05977
13,53,hsa:8703,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:8703,"B4GALT3, beta4Gal-T3",rn:R05977
14,54,hsa:8704,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:8704,"B4GALT2, B4Gal-T2, B4Gal-T3, beta4Gal-T2",rn:R05977
15,55,hsa:2526,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:2526,"FUT4, CD15, ELFT, FCT3A, FUC-TIV, FUTIV, LeX, SSEA-1",rn:R06039
16,56,hsa:2526,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:2526,"FUT4, CD15, ELFT, FCT3A, FUC-TIV, FUTIV, LeX, SSEA-1",rn:R06038
17,57,hsa:2526,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:2526,"FUT4, CD15, ELFT, FCT3A, FUC-TIV, FUTIV, LeX, SSEA-1",rn:R06076
18,58,hsa:2526,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:2526,"FUT4, CD15, ELFT, FCT3A, FUC-TIV, FUTIV, LeX, SSEA-1",rn:R06095
19,59,hsa:2526 hsa:2529,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:2526+hsa:2529,"FUT4, CD15, ELFT, FCT3A, FUC-TIV, FUTIV, LeX, SSEA-1...",rn:R06075
20,60,hsa:2526,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:2526,"FUT4, CD15, ELFT, FCT3A, FUC-TIV, FUTIV, LeX, SSEA-1",rn:R06025
21,61,hsa:2525 hsa:2527 hsa:2528,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:2525+hsa:2527+hsa:2528,"FUT3, CD174, FT3B, FucT-III, LE, Les...",rn:R06038
22,62,hsa:2525 hsa:2527 hsa:2528,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:2525+hsa:2527+hsa:2528,"FUT3, CD174, FT3B, FucT-III, LE, Les...",rn:R06039
23,63,hsa:2525 hsa:2527 hsa:2528,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:2525+hsa:2527+hsa:2528,"FUT3, CD174, FT3B, FucT-III, LE, Les...",rn:R06076
24,64,hsa:2525 hsa:2527 hsa:2528,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:2525+hsa:2527+hsa:2528,"FUT3, CD174, FT3B, FucT-III, LE, Les...",rn:R06095
25,65,hsa:2525 hsa:2527 hsa:2528,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:2525+hsa:2527+hsa:2528,"FUT3, CD174, FT3B, FucT-III, LE, Les...",rn:R06025
26,66,gl:G00078,compound,https://www.kegg.jp/dbget-bin/www_bget?G00078,G00078,
27,67,gl:G00057,compound,https://www.kegg.jp/dbget-bin/www_bget?G00057,G00057,
28,68,gl:G00090,compound,https://www.kegg.jp/dbget-bin/www_bget?G00090,G00090,
29,69,gl:G00091,compound,https://www.kegg.jp/dbget-bin/www_bget?G00091,G00091,
30,70,gl:G00089,compound,https://www.kegg.jp/dbget-bin/www_bget?G00089,G00089,
31,71,gl:G00088,compound,https://www.kegg.jp/dbget-bin/www_bget?G00088,G00088,
32,72,gl:G00087,compound,https://www.kegg.jp/dbget-bin/www_bget?G00087,G00087,
33,73,gl:G00086,compound,https://www.kegg.jp/dbget-bin/www_bget?G00086,G00086,
34,74,gl:G00067,compound,https://www.kegg.jp/dbget-bin/www_bget?G00067,G00067,
35,75,gl:G00085,compound,https://www.kegg.jp/dbget-bin/www_bget?G00085,G00085,
36,76,gl:G00084,compound,https://www.kegg.jp/dbget-bin/www_bget?G00084,G00084,
37,77,gl:G00069,compound,https://www.kegg.jp/dbget-bin/www_bget?G00069,G00069,
38,78,gl:G00064,compound,https://www.kegg.jp/dbget-bin/www_bget?G00064,G00064,
39,79,gl:G00062,compound,https://www.kegg.jp/dbget-bin/www_bget?G00062,G00062,
40,80,gl:G00063,compound,https://www.kegg.jp/dbget-bin/www_bget?G00063,G00063,
41,81,gl:G00066,compound,https://www.kegg.jp/dbget-bin/www_bget?G00066,G00066,
42,82,gl:G00061,compound,https://www.kegg.jp/dbget-bin/www_bget?G00061,G00061,
43,83,gl:G00060,compound,https://www.kegg.jp/dbget-bin/www_bget?G00060,G00060,
44,84,gl:G00083,compound,https://www.kegg.jp/dbget-bin/www_bget?G00083,G00083,
45,85,gl:G00080,compound,https://www.kegg.jp/dbget-bin/www_bget?G00080,G00080,
46,86,gl:G00075,compound,https://www.kegg.jp/dbget-bin/www_bget?G00075,G00075,
