,id,name,type,link,gene_names,reaction
0,5,cpd:C00024,compound,https://www.kegg.jp/dbget-bin/www_bget?C00024,C00024,
1,31,path:hsa00480,map,https://www.kegg.jp/dbget-bin/www_bget?hsa00480,TITLE:Glutathione metabolism,
2,32,path:hsa00250,map,https://www.kegg.jp/dbget-bin/www_bget?hsa00250,"Alanine, aspartate and glutamate metabolism",
3,33,path:hsa00430,map,https://www.kegg.jp/dbget-bin/www_bget?hsa00430,Taurine and hypotaurine metabolism,
4,34,path:map00460,map,https://www.kegg.jp/dbget-bin/www_bget?map00460,Cyanoamino acid metabolism,
5,35,path:hsa00270,map,https://www.kegg.jp/dbget-bin/www_bget?hsa00270,Cysteine and methionine metabolism,
6,36,ko:K03423,ortholog,https://www.kegg.jp/dbget-bin/www_bget?K03423,K03423,rn:R02742
7,37,hsa:290,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:290,"ANPEP, AP-M, AP-N, APN, CD13, GP150, LAP1, P150, PEPN, hAPN",rn:R04951
8,38,hsa:124975 hsa:2678 hsa:2686 hsa:2687,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:124975+hsa:2678+hsa:2686+hsa:2687,GGT6...,rn:R03916
9,39,hsa:257202 hsa:2876 hsa:2877 hsa:2878 hsa:2880 hsa:2882 hsa:493869,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:257202+hsa:2876+hsa:2877+hsa:2878+hsa:2880+hsa:2882+hsa:493869,"GPX6, GPX5p, GPXP3, GPx-6, GSHPx-6, dJ1186N24, dJ1186N24.1...",rn:R00274
10,43,ko:K21888,ortholog,https://www.kegg.jp/dbget-bin/www_bget?K21888,K21888,rn:R01108
11,46,hsa:2879,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:2879,"GPX4, GPx-4, GSHPx-4, MCSP, PHGPx, SMDS, snGPx, snPHGPx",rn:R03167
12,47,hsa:51060,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:51060,"TXNDC12, AG1, AGR1, ERP16, ERP18, ERP19, PDIA16, TLP19, hAG-1, hTLP19",rn:R03915 rn:R02824
13,48,ko:K00310,ortholog,https://www.kegg.jp/dbget-bin/www_bget?K00310,K00310,rn:R03984
14,49,hsa:2539,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:2539,"G6PD, G6PD1",rn:R02736
15,50,ko:K00032,ortholog,https://www.kegg.jp/dbget-bin/www_bget?K00032,K00032,rn:R02034
16,51,hsa:3417 hsa:3418,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:3417+hsa:3418,"IDH1, HEL-216, HEL-S-26, IDCD, IDH, IDP, IDPC, PICD...",rn:R00267
17,52,hsa:2937,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:2937,"GSS, GSHS, HEL-S-64p, HEL-S-88n",rn:R00497
18,53,hsa:2729 hsa:2730,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:2729+hsa:2730,"GCLC, GCL, GCS, GLCL, GLCLC...",rn:R00894
19,54,hsa:124975 hsa:2678 hsa:2686 hsa:2687,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:124975+hsa:2678+hsa:2686+hsa:2687,GGT6...,rn:R00494
20,55,hsa:290,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:290,"ANPEP, AP-M, AP-N, APN, CD13, GP150, LAP1, P150, PEPN, hAPN",rn:R00899
21,56,hsa:26873,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:26873,"OPLAH, 5-Opase, OPLA, OPLAHD",rn:R00251
22,57,hsa:79017,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:79017,"GGCT, C7orf24, CRF21, GCTG, GGC",rn:R02743
23,58,hsa:124975 hsa:2678 hsa:2686 hsa:2687,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:124975+hsa:2678+hsa:2686+hsa:2687,GGT6...,rn:R01262
24,59,hsa:79017,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:79017,"GGCT, C7orf24, CRF21, GCTG, GGC",rn:R03749
25,60,hsa:9027,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:9027,"NAT8, ATase2, CCNAT, CML1, GLA, Hcml1, TSC501, TSC510",rn:R04950
26,61,hsa:10314 hsa:119391 hsa:221357 hsa:27306 hsa:2938 hsa:2939 hsa:2940 hsa:2941 hsa:2944 hsa:2946 hsa:2947 hsa:2948 hsa:2949 hsa:2950 hsa:2952 hsa:2953 hsa:373156 hsa:4257 hsa:4258 hsa:4259 hsa:653689 hsa:9446,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:10314+hsa:119391+hsa:221357+hsa:27306+hsa:2938+hsa:2939+hsa:2940+hsa:2941+hsa:2944+hsa:2946+hsa:2947+hsa:2948+hsa:2949+hsa:2950+hsa:2952+hsa:2953+hsa:373156+hsa:4257+hsa:4258+hsa:4259+hsa:653689+hsa:9446,"LANCL1, GPR69A, p40...",rn:R03522
27,62,ko:K01917 ko:K01460,ortholog,https://www.kegg.jp/dbget-bin/www_bget?K01917+K01460,K01917...,rn:R01917
28,63,ko:K01460,ortholog,https://www.kegg.jp/dbget-bin/www_bget?K01460,K01460,rn:R01918
29,64,cpd:C00151,compound,https://www.kegg.jp/dbget-bin/www_bget?C00151,C00151,
30,65,cpd:C01879,compound,https://www.kegg.jp/dbget-bin/www_bget?C01879,C01879,
31,66,cpd:C00097,compound,https://www.kegg.jp/dbget-bin/www_bget?C00097,C00097,
32,67,cpd:C00025,compound,https://www.kegg.jp/dbget-bin/www_bget?C00025,C00025,
33,68,cpd:C00037,compound,https://www.kegg.jp/dbget-bin/www_bget?C00037,C00037,
34,69,cpd:C01419,compound,https://www.kegg.jp/dbget-bin/www_bget?C01419,C01419,
35,70,cpd:C03740,compound,https://www.kegg.jp/dbget-bin/www_bget?C03740,C03740,
36,71,cpd:C00051,compound,https://www.kegg.jp/dbget-bin/www_bget?C00051,C00051,
37,72,cpd:C00669,compound,https://www.kegg.jp/dbget-bin/www_bget?C00669,C00669,
38,73,cpd:C03646,compound,https://www.kegg.jp/dbget-bin/www_bget?C03646,C03646,
39,74,cpd:C00127,compound,https://www.kegg.jp/dbget-bin/www_bget?C00127,C00127,
40,75,cpd:C00005,compound,https://www.kegg.jp/dbget-bin/www_bget?C00005,C00005,
41,76,cpd:C00006,compound,https://www.kegg.jp/dbget-bin/www_bget?C00006,C00006,
42,77,cpd:C01322,compound,https://www.kegg.jp/dbget-bin/www_bget?C01322,C01322,
43,78,cpd:C02320,compound,https://www.kegg.jp/dbget-bin/www_bget?C02320,C02320,
44,79,cpd:C05730,compound,https://www.kegg.jp/dbget-bin/www_bget?C05730,C05730,
45,80,cpd:C00025,compound,https://www.kegg.jp/dbget-bin/www_bget?C00025,C00025,
46,81,cpd:C05729,compound,https://www.kegg.jp/dbget-bin/www_bget?C05729,C05729,
47,82,cpd:C00037,compound,https://www.kegg.jp/dbget-bin/www_bget?C00037,C00037,
48,83,cpd:C05726,compound,https://www.kegg.jp/dbget-bin/www_bget?C05726,C05726,
49,84,cpd:C05727,compound,https://www.kegg.jp/dbget-bin/www_bget?C05727,C05727,
50,95,hsa:2936,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:2936,"GSR, GR, GSRD, HEL-75, HEL-S-122m",rn:R00115
51,100,cpd:C00077,compound,https://www.kegg.jp/dbget-bin/www_bget?C00077,C00077,
52,101,cpd:C00134,compound,https://www.kegg.jp/dbget-bin/www_bget?C00134,C00134,
53,102,cpd:C00315,compound,https://www.kegg.jp/dbget-bin/www_bget?C00315,C00315,
54,109,cpd:C02090,compound,https://www.kegg.jp/dbget-bin/www_bget?C02090,C02090,
