,id,name,type,link,gene_names,reaction
0,11,gl:G00164,compound,https://www.kegg.jp/dbget-bin/www_bget?G00164,G00164,
1,12,gl:G00163,compound,https://www.kegg.jp/dbget-bin/www_bget?G00163,G00163,
2,13,gl:G00162,compound,https://www.kegg.jp/dbget-bin/www_bget?G00162,G00162,
3,14,gl:G00157,compound,https://www.kegg.jp/dbget-bin/www_bget?G00157,G00157,
4,15,hsa:2135 hsa:2137,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:2135+hsa:2137,"EXTL2, EXTR2...",rn:R05930
5,17,hsa:64131 hsa:64132,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:64131+hsa:64132,"XYLT1, DBQD2, PXYLT1, XT-I, XT1, XTI, XYLTI, xylT-I...",rn:R05925
6,18,hsa:2131 hsa:2132,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:2131+hsa:2132,"EXT1, EXT, LGCR, LGS, TRPS2, TTV...",
7,19,path:hsa00534,map,https://www.kegg.jp/dbget-bin/www_bget?hsa00534,TITLE:Glycosaminoglycan biosynthesis - heparan sulfate / heparin,
8,21,hsa:3340 hsa:64579 hsa:8509 hsa:9348,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:3340+hsa:64579+hsa:8509+hsa:9348,"NDST1, HSST, MRT46, NST1...",
9,22,hsa:9956,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:9956,"HS3ST2, 30ST2, 3OST2",
10,23,hsa:9957,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:9957,"HS3ST1, 3OST, 3OST1",
11,24,hsa:90161,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:90161,"HS6ST2, MRXSPM",
12,25,hsa:9957,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:9957,"HS3ST1, 3OST, 3OST1",
13,31,hsa:9953 hsa:9955,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:9953+hsa:9955,"HS3ST3B1, 3-OST-3B, 3OST3B1, h3-OST-3B...",
14,32,hsa:9956,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:9956,"HS3ST2, 30ST2, 3OST2",
15,33,hsa:9394,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:9394,"HS6ST1, HH15, HS6ST",
16,34,hsa:26035,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:26035,"GLCE, HSEPI",
17,35,cpd:C00054,compound,https://www.kegg.jp/dbget-bin/www_bget?C00054,C00054,
18,43,hsa:11285,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:11285,"B4GALT7, EDSP1, EDSSLA, EDSSPD1, XGALT1, XGPT, XGPT1",rn:R05926
19,44,hsa:9653,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:9653,"HS2ST1, NFSRA, dJ604K5.2",
20,46,hsa:2131 hsa:2132,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:2131+hsa:2132,"EXT1, EXT, LGCR, LGS, TRPS2, TTV...",rn:R05935
21,48,hsa:2134 hsa:2137,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:2134+hsa:2137,"EXTL1, EXTL...",rn:R05936
22,53,hsa:26035,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:26035,"GLCE, HSEPI",
23,54,hsa:126792,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:126792,"B3GALT6, ALGAZ, EDSP2, EDSSPD2, SEMDJL1, beta3GalT6",rn:R05927
24,55,hsa:26229,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:26229,"B3GAT3, GLCATI, JDSCD, glcUAT-I",rn:R05928
25,56,hsa:2135 hsa:2137,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:2135+hsa:2137,"EXTL2, EXTR2...",rn:R05930
26,57,hsa:2131 hsa:2132,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:2131+hsa:2132,"EXT1, EXT, LGCR, LGS, TRPS2, TTV...",rn:R05935
27,58,hsa:2134 hsa:2137,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:2134+hsa:2137,"EXTL1, EXTL...",rn:R05936
28,59,hsa:2131 hsa:2132,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:2131+hsa:2132,"EXT1, EXT, LGCR, LGS, TRPS2, TTV...",rn:R10138
29,60,hsa:2131 hsa:2132,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:2131+hsa:2132,"EXT1, EXT, LGCR, LGS, TRPS2, TTV...",rn:R10139
30,61,hsa:2131 hsa:2132,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:2131+hsa:2132,"EXT1, EXT, LGCR, LGS, TRPS2, TTV...",
31,62,hsa:9653,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:9653,"HS2ST1, NFSRA, dJ604K5.2",
32,63,hsa:9394,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:9394,"HS6ST1, HH15, HS6ST",
33,64,hsa:266722,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:266722,"HS6ST3, HS6ST-3",
34,65,hsa:266722,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:266722,"HS6ST3, HS6ST-3",
35,66,hsa:266722,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:266722,"HS6ST3, HS6ST-3",
36,142,path:hsa00531,map,https://www.kegg.jp/dbget-bin/www_bget?hsa00531,Glycosaminoglycan degradation,
37,149,hsa:3340 hsa:64579 hsa:8509 hsa:9348,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:3340+hsa:64579+hsa:8509+hsa:9348,"NDST1, HSST, MRT46, NST1...",
38,154,hsa:222537,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:222537,"HS3ST5, 3-OST-5, 3OST5, HS3OST5, NBLA04021",
