,id,name,type,link,gene_names,reaction
0,84,cpd:C00092,compound,https://www.kegg.jp/dbget-bin/www_bget?C00092,C00092,
1,85,hsa:57733,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:57733,"GBA3, CBG, CBGL1, GLUC, KLRP",rn:R02887
2,86,hsa:57733,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:57733,"GBA3, CBG, CBGL1, GLUC, KLRP",rn:R00306
3,87,hsa:3098 hsa:3099 hsa:3101 hsa:80201,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:3098+hsa:3099+hsa:3101+hsa:80201,"HK1, HK, HK1-ta, HK1-tb, HK1-tc, HKD, HKI, HMSNR, HXK1, NEDVIBA, RP79, hexokinase...",rn:R00760
4,88,ko:K01232,ortholog,https://www.kegg.jp/dbget-bin/www_bget?K01232,K01232,rn:R00837
5,89,path:hsa00500,map,https://www.kegg.jp/dbget-bin/www_bget?hsa00500,TITLE:Starch and sucrose metabolism,
6,90,ko:K01193,ortholog,https://www.kegg.jp/dbget-bin/www_bget?K01193,K01193,rn:R03921
7,91,ko:K00847,ortholog,https://www.kegg.jp/dbget-bin/www_bget?K00847,K00847,rn:R00760
8,93,hsa:2548 hsa:2595 hsa:8972 hsa:93432,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:2548+hsa:2595+hsa:8972+hsa:93432,"GAA, LYAG...",rn:R00801
9,94,ko:K01193,ortholog,https://www.kegg.jp/dbget-bin/www_bget?K01193,K01193,rn:R00801
10,95,hsa:6476,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:6476,SI,rn:R00801
11,96,hsa:57733,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:57733,"GBA3, CBG, CBGL1, GLUC, KLRP",rn:R03527
12,97,ko:K01199 ko:K19891 ko:K19892 ko:K19893,ortholog,https://www.kegg.jp/dbget-bin/www_bget?K01199+K19891+K19892+K19893,K01199...,rn:R00308
13,98,ko:K01179 ko:K19357,ortholog,https://www.kegg.jp/dbget-bin/www_bget?K01179+K19357,K01179...,rn:R11307
14,99,ko:K07024,ortholog,https://www.kegg.jp/dbget-bin/www_bget?K07024,K07024,rn:R00805
15,101,ko:K02810,ortholog,https://www.kegg.jp/dbget-bin/www_bget?K02810,K02810,rn:R00811
16,102,ko:K00695,ortholog,https://www.kegg.jp/dbget-bin/www_bget?K00695,K00695,rn:R00806
17,104,ko:K00706,ortholog,https://www.kegg.jp/dbget-bin/www_bget?K00706,K00706,rn:R03118
18,105,ko:K00694,ortholog,https://www.kegg.jp/dbget-bin/www_bget?K00694,K00694,rn:R02889
19,106,ko:K00696,ortholog,https://www.kegg.jp/dbget-bin/www_bget?K00696,K00696,rn:R00766
20,107,hsa:5167 hsa:5169,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:5167+hsa:5169,"ENPP1, ARHR2, COLED, M6S1, NPP1, NPPS, PC-1, PCA1, PDNP1...",rn:R00287
21,109,ko:K00978,ortholog,https://www.kegg.jp/dbget-bin/www_bget?K00978,K00978,rn:R00956
22,112,hsa:283209,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:283209,"PGM2L1, BM32A, PMMLP",rn:R01660
23,113,hsa:7360,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:7360,"UGP2, DEE83, EIEE83, SVUGP2, UDPG, UDPGP, UDPGP2, UGP1, UGPP1, UGPP2, pHC379",rn:R00289
24,114,ko:K00697 ko:K16055 ko:K22337,ortholog,https://www.kegg.jp/dbget-bin/www_bget?K00697+K16055+K22337,K00697...,rn:R02737
